Q1_gender,Q2_age,Q3_country,Q4_education,Q5_major,Q6_role,Q7_industry,Q8_experience,Q10_employer_uses_ml,Q17_primary_language,Q24_coding_experience,Q25_ml_experience,Q26_is_data_scientist,Q39_online_vs_trad,Q41_fairness_importance,Q43_bias_exploration,Q48_black_box_view,compensation_high
Male,35-39,United States,Master's degree,Social Sciences,Data Scientist,Technology,5-10 years,Yes,Python,5-10 years,1-2 years,Yes,Slightly better,Very Important,0%,Somewhat,high
Male,25-29,India,Master's degree,Computer Science,Data Analyst,Technology,5-10 years,No,Python,3-5 years,20+ years,Yes,Neither better nor worse,Not Important,25-49%,Yes,high
Male,30-34,United States,Master's degree,Computer Science,Other,Technology,2-3 years,Yes,Python,10-20 years,3-5 years,Yes,Slightly better,Important,1-25%,Somewhat,high
Male,25-29,Brazil,Master's degree,Social Sciences,Other,Technology,15-20 years,Yes,R,3-5 years,1-2 years,No,Neither better nor worse,Somewhat Important,0%,No,high
Prefer not to say,22-24,Other,Doctoral degree,Social Sciences,Data Analyst,Technology,3-5 years,Yes,R,5-10 years,5-10 years,No,Much better,No opinion,0%,No,low
Male,25-29,United States,Bachelor's degree,Business,Data Analyst,Finance,0-1 years,Yes,R,< 1 year,5-10 years,Sort of,Slightly better,Somewhat Important,1-25%,Yes,low
Female,25-29,United States,Bachelor's degree,Other,Software Engineer,Finance,2-3 years,Yes,Python,3-5 years,3-5 years,No,Slightly worse,Important,50-74%,Somewhat,high
Male,30-34,Other,Bachelor's degree,Other,Other,Healthcare,1-2 years,Yes,SQL,1-2 years,5-10 years,Yes,Slightly better,Important,0%,Yes,low
Male,22-24,Brazil,Master's degree,Engineering,Software Engineer,Technology,2-3 years,Yes,Python,3-5 years,< 1 year,Sort of,Much worse,Somewhat Important,0%,No,low
Male,30-34,India,Bachelor's degree,Computer Science,Data Analyst,Technology,5-10 years,Yes,JavaScript,3-5 years,1-2 years,Yes,Neither better nor worse,No opinion,25-49%,No,low
Male,22-24,Other,Master's degree,Natural Sciences,Data Scientist,Education/Research,0-1 years,No,Python,< 1 year,5-10 years,Yes,Neither better nor worse,Not Important,75-100%,Yes,low
Male,30-34,Brazil,Bachelor's degree,Computer Science,Software Engineer,Education/Research,10-15 years,Yes,Python,5-10 years,1-2 years,No,Neither better nor worse,Important,1-25%,Somewhat,high
Male,35-39,Other,Master's degree,Social Sciences,Data Scientist,Technology,5-10 years,Yes,JavaScript,5-10 years,10-20 years,Yes,Slightly better,Very Important,1-25%,Somewhat,high
Male,22-24,United States,Master's degree,Mathematics/Statistics,Machine Learning Engineer,Retail/E-Commerce,2-3 years,No,C/C++,5-10 years,< 1 year,Yes,Much better,Important,0%,Yes,high
Male,25-29,Other,Master's degree,Natural Sciences,Research Scientist,Technology,2-3 years,No,SQL,5-10 years,1-2 years,Sort of,Much better,Important,0%,No,high
Male,18-21,Other,Master's degree,Computer Science,Research Scientist,Finance,3-5 years,Yes,Python,10-20 years,1-2 years,Yes,Neither better nor worse,Important,0%,No,low
Male,30-34,China,Bachelor's degree,Engineering,Software Engineer,Finance,1-2 years,No,SQL,< 1 year,3-5 years,No,Neither better nor worse,Somewhat Important,0%,No,low
Male,25-29,Other,Some college/no degree,Mathematics/Statistics,Student,Technology,0-1 years,We are exploring ML methods,R,5-10 years,< 1 year,Sort of,Much worse,Not Important,1-25%,Somewhat,low
Male,30-34,Australia,Bachelor's degree,Business,Data Scientist,Education/Research,0-1 years,We are exploring ML methods,SQL,10-20 years,< 1 year,Sort of,Slightly worse,Important,75-100%,No,low
Male,30-34,United States,Master's degree,Computer Science,Software Engineer,Finance,2-3 years,No,Other,< 1 year,20+ years,Yes,Slightly worse,Not Important,25-49%,Somewhat,high
Male,45-49,Canada,Some college/no degree,Business,Machine Learning Engineer,Technology,1-2 years,Yes,Python,5-10 years,5-10 years,Yes,Slightly better,Somewhat Important,1-25%,No,low
Non-binary/third gender,30-34,Other,Master's degree,Social Sciences,Business Analyst,Government,0-1 years,Yes,Python,5-10 years,1-2 years,No,Slightly better,Important,1-25%,Yes,low
Male,30-34,China,Some college/no degree,Natural Sciences,Software Engineer,Technology,10-15 years,Yes,SQL,1-2 years,3-5 years,Yes,Much better,Somewhat Important,1-25%,No,high
Male,25-29,United States,Bachelor's degree,Natural Sciences,Data Analyst,Healthcare,2-3 years,Yes,Python,3-5 years,3-5 years,No,Neither better nor worse,Somewhat Important,1-25%,Somewhat,low
Male,50-54,India,Master's degree,Mathematics/Statistics,Data Analyst,Technology,3-5 years,We are exploring ML methods,Python,10-20 years,5-10 years,No,Much better,Important,0%,No,low
Male,35-39,Brazil,Master's degree,Computer Science,Student,Finance,1-2 years,Yes,Python,5-10 years,3-5 years,No,Slightly better,Important,1-25%,Yes,low
Male,25-29,China,Bachelor's degree,Computer Science,Data Scientist,Technology,0-1 years,No,R,3-5 years,5-10 years,No,Neither better nor worse,Very Important,1-25%,Somewhat,low
Male,40-44,United States,Master's degree,Social Sciences,Data Analyst,Healthcare,5-10 years,Yes,Python,10-20 years,10-20 years,Sort of,Slightly better,Very Important,75-100%,Yes,high
Male,25-29,Other,Master's degree,Natural Sciences,Data Scientist,Healthcare,1-2 years,Yes,Python,10-20 years,3-5 years,Yes,Neither better nor worse,No opinion,1-25%,Somewhat,low
Female,40-44,United States,Master's degree,Computer Science,Data Scientist,Technology,0-1 years,We are exploring ML methods,Python,3-5 years,1-2 years,No,Neither better nor worse,Very Important,25-49%,Yes,low
Male,40-44,Australia,Some college/no degree,Mathematics/Statistics,Data Scientist,Technology,3-5 years,Yes,Python,5-10 years,3-5 years,Yes,Much better,Somewhat Important,0%,No,high
Male,22-24,United Kingdom,Bachelor's degree,Engineering,Other,Other,0-1 years,Yes,Python,5-10 years,5-10 years,Yes,Much worse,No opinion,25-49%,Somewhat,low
Male,35-39,United States,Bachelor's degree,Computer Science,Data Scientist,Government,3-5 years,No,Python,3-5 years,3-5 years,Yes,Neither better nor worse,Somewhat Important,75-100%,Yes,high
Female,25-29,Germany,Master's degree,Mathematics/Statistics,Business Analyst,Education/Research,2-3 years,I do not know,Java,5-10 years,5-10 years,No,Much better,Very Important,25-49%,Somewhat,low
Male,25-29,United Kingdom,Master's degree,Computer Science,Data Scientist,Finance,2-3 years,Yes,Python,3-5 years,5-10 years,Sort of,Slightly better,Somewhat Important,25-49%,Yes,low
Male,25-29,India,Doctoral degree,Computer Science,Business Analyst,Retail/E-Commerce,0-1 years,No,SQL,3-5 years,1-2 years,Sort of,Much worse,Somewhat Important,75-100%,No,low
Male,35-39,China,Master's degree,Engineering,Machine Learning Engineer,Technology,20+ years,Yes,SQL,3-5 years,1-2 years,Yes,Slightly worse,Important,1-25%,Yes,high
Male,22-24,India,Bachelor's degree,Mathematics/Statistics,Data Scientist,Education/Research,3-5 years,Yes,Python,20+ years,3-5 years,No,Slightly better,Somewhat Important,25-49%,Yes,high
Prefer not to say,18-21,Other,Master's degree,Computer Science,Research Scientist,Finance,3-5 years,Yes,Python,10-20 years,< 1 year,Yes,Slightly worse,Not Important,1-25%,No,low
Male,35-39,India,Some college/no degree,Engineering,Software Engineer,Healthcare,5-10 years,No,Java,5-10 years,1-2 years,Sort of,Neither better nor worse,Important,1-25%,No,high
Female,22-24,India,Master's degree,Computer Science,Software Engineer,Technology,5-10 years,Yes,Python,5-10 years,< 1 year,Sort of,Much better,Not Important,25-49%,No,high
Female,22-24,India,Master's degree,Computer Science,Data Analyst,Education/Research,5-10 years,I do not know,Python,< 1 year,5-10 years,Yes,Neither better nor worse,Very Important,0%,Yes,low
Male,25-29,United States,Bachelor's degree,Computer Science,Data Analyst,Education/Research,5-10 years,No,Python,5-10 years,10-20 years,Yes,Slightly better,Important,75-100%,No,high
Male,25-29,Russia,Bachelor's degree,Computer Science,Machine Learning Engineer,Retail/E-Commerce,3-5 years,We are exploring ML methods,Python,3-5 years,< 1 year,Yes,Slightly better,Very Important,0%,Yes,high
Male,25-29,India,Bachelor's degree,Computer Science,Machine Learning Engineer,Education/Research,2-3 years,No,Python,5-10 years,3-5 years,Yes,Slightly better,Somewhat Important,0%,No,high
Non-binary/third gender,18-21,India,Master's degree,Social Sciences,Software Engineer,Government,10-15 years,Yes,Python,10-20 years,3-5 years,No,Neither better nor worse,Very Important,0%,No,low
Male,55-59,United Kingdom,Some college/no degree,Engineering,Business Analyst,Government,10-15 years,Yes,Python,< 1 year,5-10 years,Yes,Neither better nor worse,Important,50-74%,Somewhat,low
Female,35-39,India,Master's degree,Computer Science,Business Analyst,Finance,1-2 years,No,R,5-10 years,3-5 years,Yes,Neither better nor worse,Very Important,0%,No,low
Male,25-29,Other,Bachelor's degree,Computer Science,Data Scientist,Technology,3-5 years,Yes,JavaScript,5-10 years,1-2 years,No,Slightly better,Somewhat Important,1-25%,Yes,low
Male,25-29,Canada,Bachelor's degree,Computer Science,Data Scientist,Education/Research,5-10 years,No,Python,1-2 years,1-2 years,Sort of,Neither better nor worse,Very Important,75-100%,Somewhat,high
Male,25-29,Germany,Master's degree,Natural Sciences,Data Analyst,Government,0-1 years,Yes,Python,5-10 years,< 1 year,No,Much better,Somewhat Important,0%,Yes,low
Male,30-34,United States,Master's degree,Engineering,Research Scientist,Technology,15-20 years,I do not know,SQL,5-10 years,10-20 years,Yes,Much worse,Somewhat Important,0%,No,high
Female,22-24,India,Master's degree,Computer Science,Software Engineer,Education/Research,3-5 years,We are exploring ML methods,Python,10-20 years,3-5 years,Yes,Slightly better,Very Important,0%,Yes,low
Female,22-24,Australia,Master's degree,Engineering,Software Engineer,Technology,5-10 years,Yes,Python,1-2 years,20+ years,Yes,Much better,Important,1-25%,Somewhat,high
Female,40-44,India,Master's degree,Mathematics/Statistics,Machine Learning Engineer,Technology,1-2 years,I do not know,SQL,3-5 years,1-2 years,Yes,Neither better nor worse,Important,0%,No,low
Male,25-29,India,Bachelor's degree,Computer Science,Research Scientist,Education/Research,1-2 years,Yes,Java,20+ years,3-5 years,Sort of,Neither better nor worse,Important,1-25%,No,low
Male,25-29,United States,Bachelor's degree,Mathematics/Statistics,Data Scientist,Healthcare,1-2 years,Yes,R,5-10 years,5-10 years,Yes,Much better,No opinion,50-74%,Somewhat,high
Male,40-44,United States,Bachelor's degree,Engineering,Student,Education/Research,1-2 years,Yes,Python,5-10 years,5-10 years,Yes,Much better,Very Important,25-49%,Somewhat,low
Male,30-34,China,Bachelor's degree,Computer Science,Machine Learning Engineer,Retail/E-Commerce,3-5 years,Yes,Python,3-5 years,1-2 years,Yes,Much worse,Not Important,1-25%,Yes,high
Male,25-29,Brazil,Bachelor's degree,Mathematics/Statistics,Software Engineer,Technology,10-15 years,No,Python,1-2 years,1-2 years,Sort of,Slightly better,Not Important,50-74%,No,high
Male,35-39,Australia,Bachelor's degree,Natural Sciences,Machine Learning Engineer,Technology,3-5 years,No,Python,20+ years,< 1 year,No,Slightly better,Very Important,0%,Yes,high
Male,18-21,Brazil,Doctoral degree,Mathematics/Statistics,Data Scientist,Government,1-2 years,Yes,Python,1-2 years,5-10 years,Sort of,Neither better nor worse,Somewhat Important,1-25%,Somewhat,low
Prefer not to say,35-39,United States,Master's degree,Engineering,Data Analyst,Education/Research,0-1 years,Yes,Python,20+ years,5-10 years,No,Much better,Somewhat Important,0%,Somewhat,low
Male,30-34,United States,Master's degree,Mathematics/Statistics,Data Scientist,Technology,5-10 years,Yes,Python,1-2 years,< 1 year,Sort of,Much better,Important,1-25%,Yes,high
Male,40-44,Australia,Doctoral degree,Engineering,Data Scientist,Healthcare,3-5 years,We are exploring ML methods,Python,1-2 years,1-2 years,Yes,Much better,Important,1-25%,No,high
Male,50-54,India,Bachelor's degree,Natural Sciences,Software Engineer,Government,20+ years,No,Java,3-5 years,1-2 years,Yes,Slightly worse,Important,0%,No,high
Male,45-49,United States,Some college/no degree,Mathematics/Statistics,Data Scientist,Healthcare,5-10 years,We are exploring ML methods,Java,5-10 years,3-5 years,No,Slightly better,Somewhat Important,25-49%,No,high
Male,45-49,United Kingdom,Master's degree,Computer Science,Research Scientist,Retail/E-Commerce,10-15 years,No,SQL,10-20 years,3-5 years,No,Neither better nor worse,Important,0%,No,high
Female,30-34,Other,Master's degree,Mathematics/Statistics,Machine Learning Engineer,Technology,0-1 years,Yes,Python,20+ years,20+ years,No,Slightly better,Important,1-25%,No,low
Female,25-29,United States,Master's degree,Mathematics/Statistics,Data Scientist,Technology,5-10 years,No,Python,3-5 years,5-10 years,No,Neither better nor worse,Not Important,1-25%,Yes,high
Female,25-29,Germany,Bachelor's degree,Engineering,Data Scientist,Government,1-2 years,No,R,< 1 year,< 1 year,No,Neither better nor worse,Very Important,1-25%,Yes,low
Prefer not to say,35-39,Australia,Professional degree,Social Sciences,Student,Education/Research,3-5 years,Yes,R,5-10 years,1-2 years,Sort of,Slightly better,Important,0%,Somewhat,low
Male,45-49,United States,Bachelor's degree,Social Sciences,Data Scientist,Technology,3-5 years,Yes,R,10-20 years,1-2 years,Sort of,Slightly better,Important,25-49%,Somewhat,high
Male,22-24,Germany,Bachelor's degree,Computer Science,Software Engineer,Education/Research,3-5 years,No,Python,3-5 years,1-2 years,Yes,Neither better nor worse,Important,0%,Somewhat,low
Male,45-49,India,Bachelor's degree,Business,Data Analyst,Healthcare,1-2 years,No,R,1-2 years,5-10 years,No,Slightly worse,Important,25-49%,No,low
Male,40-44,Other,Bachelor's degree,Engineering,Student,Technology,3-5 years,Yes,Java,3-5 years,1-2 years,No,Slightly better,Very Important,0%,Somewhat,low
Male,55-59,United Kingdom,Bachelor's degree,Natural Sciences,Student,Education/Research,0-1 years,I do not know,Python,5-10 years,3-5 years,Yes,Neither better nor worse,Important,0%,Yes,low
Male,45-49,Australia,Bachelor's degree,Social Sciences,Machine Learning Engineer,Technology,0-1 years,No,Python,5-10 years,3-5 years,Yes,Slightly worse,Important,1-25%,No,low
Male,25-29,United States,Bachelor's degree,Engineering,Software Engineer,Technology,5-10 years,No,Python,10-20 years,1-2 years,No,Slightly better,Important,1-25%,No,high
Male,22-24,United States,Doctoral degree,Engineering,Machine Learning Engineer,Education/Research,15-20 years,I do not know,R,1-2 years,1-2 years,Sort of,Much worse,Very Important,0%,No,high
Male,22-24,United States,Bachelor's degree,Business,Software Engineer,Technology,5-10 years,Yes,Python,10-20 years,5-10 years,Yes,Neither better nor worse,Very Important,0%,Somewhat,high
Male,25-29,Other,Bachelor's degree,Computer Science,Data Scientist,Technology,3-5 years,We are exploring ML methods,Java,1-2 years,5-10 years,Sort of,Slightly better,Somewhat Important,0%,No,high
Male,30-34,United States,Master's degree,Computer Science,Data Analyst,Government,0-1 years,Yes,Python,3-5 years,< 1 year,Yes,Slightly better,Very Important,25-49%,No,low
Male,40-44,India,Professional degree,Engineering,Machine Learning Engineer,Education/Research,0-1 years,Yes,C/C++,5-10 years,3-5 years,No,Slightly better,Important,50-74%,No,low
Male,45-49,United States,Bachelor's degree,Social Sciences,Data Scientist,Finance,1-2 years,I do not know,Python,10-20 years,3-5 years,Yes,Slightly better,Not Important,0%,Somewhat,high
Male,30-34,India,Bachelor's degree,Business,Data Scientist,Technology,20+ years,Yes,Python,3-5 years,3-5 years,Yes,Neither better nor worse,Very Important,0%,No,high
Male,18-21,United States,Professional degree,Computer Science,Student,Technology,2-3 years,I do not know,SQL,20+ years,3-5 years,Sort of,Much better,Important,0%,No,low
Male,22-24,Russia,Bachelor's degree,Social Sciences,Student,Education/Research,10-15 years,Yes,C/C++,10-20 years,5-10 years,Sort of,Much better,Somewhat Important,50-74%,No,low
Male,22-24,United States,Master's degree,Computer Science,Research Scientist,Technology,5-10 years,No,Other,1-2 years,< 1 year,Yes,Much worse,Very Important,1-25%,No,high
Male,25-29,India,Bachelor's degree,Other,Data Analyst,Finance,5-10 years,Yes,Python,10-20 years,1-2 years,No,Slightly better,Important,50-74%,No,high
Male,30-34,Germany,Some college/no degree,Mathematics/Statistics,Student,Finance,15-20 years,I do not know,Python,5-10 years,5-10 years,No,Slightly worse,Important,1-25%,No,high
Male,18-21,China,Professional degree,Computer Science,Machine Learning Engineer,Finance,1-2 years,Yes,Python,10-20 years,5-10 years,Yes,Neither better nor worse,Important,50-74%,Yes,low
Male,25-29,United States,Doctoral degree,Computer Science,Research Scientist,Technology,3-5 years,We are exploring ML methods,Python,20+ years,1-2 years,Yes,Slightly better,Very Important,75-100%,No,high
